 TITLE = "Cavity Iterative Residual History"
 variables="Iteration-65""Time(s)-65""Res1-65""Res2-65""Res3-65"
           1   2.7465820312500005E-004   0.0000000000000000        2.4239868240007345E-002                       0
          10   2.7465820312500004E-003   4.1568406288439164E-005   1.3873200619980874E-002  0.29819971453740091     
          20   5.4931640625000009E-003   6.7463485576624294E-005   7.6180816799211737E-003   9.0480806309422235E-002
          30   8.2397460937500017E-003   7.3376066024977149E-005   5.0792407908670789E-003   4.3769473749720511E-002
          40   1.0986328125000002E-002   6.6259716918759537E-005   3.6982298387893131E-003   2.6793652206957175E-002
          50   1.3732910156250002E-002   5.6826934573761534E-005   2.8307897282298100E-003   1.9915913481207248E-002
          60   1.6479492187500003E-002   5.0412154994683434E-005   2.2232800632933092E-003   1.6583981702688932E-002
          70   1.9226074218750003E-002   4.7200818224402141E-005   1.7671679312869504E-003   1.4491377772402947E-002
          80   2.1972656250000003E-002   4.5704308378802239E-005   1.4105479907915441E-003   1.2897038685957263E-002
          90   2.4719238281250003E-002   4.4897045380576373E-005   1.1231387861072584E-003   1.1582631413375122E-002
         100   2.7465820312500003E-002   4.4303935573086761E-005   8.8494047928566744E-004   1.0488905941092641E-002
         110   3.0212402343750003E-002   4.3834000865494716E-005   6.8300316420843998E-004   9.5689866744019803E-003
         120   3.2958984375000007E-002   4.3460737116696180E-005   5.0828368504407528E-004   8.7851726402012886E-003
         130   3.5705566406250007E-002   4.3176098652564221E-005   3.5451987657575401E-004   8.1106405459259179E-003
         140   3.8452148437500007E-002   4.2943940085082843E-005   2.1748356525397305E-004   7.5248228608979506E-003
         150   4.1198730468750007E-002   4.2804890202807755E-005   9.4578977338111159E-005   7.0100617753645622E-003
         160   4.3945312500000007E-002   4.2723740464545301E-005   1.5615528421442093E-005   6.5523480088651720E-003
         170   4.6691894531250007E-002   4.2842102636386770E-005   1.1357751482821143E-004   6.1413351967356533E-003
         180   4.9438476562500007E-002   4.3418670159889317E-005   1.9933305968544701E-004   5.7698755430466431E-003
         190   5.2185058593750007E-002   4.4776188138362372E-005   2.7257361727750506E-004   5.4333337750749333E-003
         200   5.4931640625000007E-002   4.7378366481831691E-005   3.3293969171588333E-004   5.1276696687092560E-003
         210   5.7678222656250007E-002   5.1778372189836830E-005   3.8026044649153157E-004   4.8492568502727096E-003
         220   6.0424804687500007E-002   5.8353031098912211E-005   4.1463548387687954E-004   4.5951344911718817E-003
         230   6.3171386718750014E-002   6.7199704492315604E-005   4.3634830024352755E-004   4.3626927259030612E-003
         240   6.5917968750000014E-002   7.8214456698422197E-005   4.4590189367210709E-004   4.1491458179276908E-003
